x,y,colour
323.53125,172.71875,-13524140
322.28125,262.1875,-79826
287.46875,307.375,-13524140
296.9375,276.25,-13524140
339.34375,271.09375,-2286473
339.5,271.1875,-2286473
310.5,270.78125,-4226771
308.34375,264.375,-79826
308.6875,253.875,-13524140
321.3125,255.28125,-79826
357.3125,211.4375,-13524140
346.78125,225.03125,-13524140
364.40625,189.5625,-79826
322.40625,251.40625,-4226771
322.21875,326.0625,-13524140
314.0,252.53125,-13532483
322.5625,333.375,-13524140
381.34375,244.9375,-79826
106.75,302.71875,-79826
338.59375,293.1875,-2286473
106.40625,303.0625,-79826
379.875,332.34375,-2286473
332.4375,246.53125,-13532483
274.78125,177.21875,-2286473
321.5,239.28125,-13532483
321.9375,257.1875,-2286473
259.25,279.90625,-13524140
106.625,302.9375,-4226771
370.6875,213.84375,-4226771
337.8125,220.8125,-79826
272.5625,308.71875,-79826
312.6875,248.53125,-13532483
72.78125,178.34375,-13532483
43.4375,182.625,-13524140
301.8125,265.78125,-13524140
397.90625,186.59375,-13524140
322.4375,231.375,-13524140
329.25,246.59375,-2286473
379.1875,226.21875,-13524140
106.5625,302.875,-79826
293.71875,274.40625,-13532483
298.1875,270.0625,-13524140
98.59375,182.625,-13532483
335.4375,233.59375,-13532483
358.90625,147.4375,-13524140
298.0,272.84375,-13524140
267.21875,222.28125,-2286473
320.125,261.375,-13524140
297.5625,277.15625,-13524140
322.40625,231.5,-13524140
302.5,282.5,-13524140
310.59375,259.46875,-13524140
283.71875,235.25,-79826
283.5625,235.1875,-79826
283.78125,234.75,-79826
328.125,240.40625,-13524140
331.625,243.875,-13524140
344.84375,221.34375,-79826
310.4375,270.0625,-13532483
290.65625,310.03125,-13532483
120.40625,339.625,-2286473
106.5625,302.875,-79826
370.8125,260.6875,-13524140
329.9375,254.375,-79826
251.25,227.03125,-2286473
319.96875,255.9375,-2286473
332.4375,246.53125,-13524140
343.03125,191.1875,-4226771
221.65625,218.59375,-2286473
274.5,177.71875,-13524140
312.53125,247.9375,-13524140
106.625,302.9375,-79826
319.96875,255.9375,-2286473
319.96875,255.9375,-13524140
328.125,254.90625,-13524140
355.5,170.1875,-13524140
283.5625,235.3125,-79826
334.53125,232.9375,-79826
265.03125,224.625,-13532483
328.21875,251.84375,-79826
358.78125,212.96875,-13524140
359.6875,281.40625,-13524140
377.4375,264.8125,-13524140
330.34375,244.9375,-79826
334.8125,233.5,-79826
328.1875,250.0625,-79826
106.5625,302.875,-79826
327.71875,249.9375,-79826
327.90625,250.21875,-79826
396.65625,257.53125,-79826
306.8125,287.125,-2286473
382.03125,120.90625,-13524140
113.09375,121.3125,-79826
259.59375,227.8125,-79826
261.625,278.71875,-13524140
319.09375,253.8125,-13524140
322.21875,262.75,-13524140
288.4375,222.5625,-13524140
313.4375,249.59375,-13524140
329.8125,250.78125,-13524140
266.71875,222.875,-13532483
313.875,250.4375,-13524140
358.15625,453.21875,-13524140
111.15625,79.9375,-13524140
358.78125,212.96875,-13524140
225.90625,219.15625,-2286473
326.6875,269.65625,-79826
312.125,266.40625,-79826
328.125,241.25,-13524140
322.625,231.375,-13524140
223.53125,164.09375,-4226771
224.375,157.3125,-13524140
283.90625,234.78125,-79826
312.125,216.65625,-13524140
282.46875,222.84375,-13524140
107.875,302.1875,-79826
106.5625,302.3125,-79826
370.1875,212.5625,-2286473
322.78125,258.5625,-2286473
321.09375,252.6875,-13524140
323.0625,258.71875,-13524140
321.5,236.28125,-13532483
285.8125,262.0,-2286473
289.90625,303.28125,-13524140
336.34375,252.375,-13524140
333.6875,234.125,-13524140
344.625,221.0625,-79826
380.34375,196.3125,-13524140
300.75,267.1875,-13524140
319.84375,258.15625,-13524140
313.5,240.46875,-2286473
314.90625,240.40625,-79826
341.625,261.9375,-2286473
351.3125,160.6875,-13532483
347.84375,224.46875,-79826
106.75,303.375,-79826
285.78125,249.8125,-13524140
97.34375,184.0,-13524140
319.28125,267.15625,-13524140
375.75,224.3125,-13524140
322.5625,231.5,-13524140
342.96875,227.375,-79826
322.5625,333.375,-13524140
330.625,254.15625,-13524140
354.59375,213.125,-2286473
398.0625,256.0,-13532483
322.21875,326.0625,-13524140
105.90625,303.375,-79826
284.0625,234.46875,-79826
325.0,242.53125,-79826
325.0,242.125,-79826
397.6875,257.1875,-79826
106.5625,303.0625,-79826
377.9375,225.875,-13524140
346.4375,220.03125,-13532483
152.03125,201.625,-13532483
296.53125,254.75,-13524140
319.65625,253.875,-13524140
328.6875,240.90625,-79826
359.625,281.5,-2286473
354.8125,214.28125,-13532483
343.1875,225.09375,-79826
152.375,201.34375,-13532483
106.5625,302.875,-79826
309.0,242.59375,-13524140
347.625,209.375,-4226771
308.96875,242.6875,-13532483
105.84375,303.5625,-79826
319.96875,256.125,-13524140
325.0,241.65625,-79826
325.21875,242.125,-79826
106.625,302.9375,-79826
106.5625,302.875,-79826
323.0625,231.125,-13524140
259.53125,280.3125,-13524140
340.03125,201.53125,-13532483
106.5625,303.0625,-79826
210.375,215.0625,-4226771
106.5625,303.0625,-79826
221.71875,206.625,-13524140
336.625,267.40625,-13524140
354.8125,214.28125,-13532483
316.625,230.25,-13532483
335.5,235.875,-79826
106.5625,303.09375,-79826
347.4375,161.28125,-2286473
311.4375,252.1875,-13532483
107.03125,302.75,-79826
322.0,234.0,-2286473
319.96875,223.0,-13524140
296.5,131.4375,-79826
106.625,302.9375,-79826
248.3125,217.34375,-79826
106.625,302.9375,-79826
322.78125,258.5625,-13532483
327.4375,230.4375,-79826
313.09375,249.0,-13524140
381.34375,244.9375,-13532483
343.71875,253.40625,-13524140
289.90625,303.28125,-13524140
374.9375,256.4375,-2286473
107.8125,307.3125,-79826
354.59375,213.125,-2286473
311.40625,250.375,-2286473
347.71875,225.9375,-13532483
352.21875,190.90625,-2286473
268.59375,231.4375,-4226771
314.75,240.34375,-79826
105.375,189.28125,-13524140
327.5,245.78125,-2286473
309.40625,242.875,-13532483
346.875,221.0625,-13524140
222.78125,216.9375,-79826
289.90625,303.28125,-13524140
327.9375,248.75,-4226771
312.6875,248.25,-13532483
352.4375,190.75,-2286473
363.03125,347.6875,-2286473
382.9375,242.0,-13524140
315.375,240.875,-4226771
285.3125,262.34375,-4226771
348.75,458.84375,-13532483
312.34375,266.40625,-13524140
328.0625,250.5,-79826
321.09375,252.6875,-13524140
439.84375,228.96875,-13524140
399.9375,141.46875,-79826
328.5625,246.46875,-13524140
316.65625,228.28125,-13524140
320.0625,242.875,-13532483
259.53125,280.3125,-2286473
270.46875,227.71875,-13532483
438.03125,191.59375,-13524140
231.75,214.53125,-79826
231.75,214.53125,-79826
231.96875,215.0625,-79826
261.6875,222.5,-13524140
300.75,267.1875,-2286473
299.71875,271.34375,-79826
105.09375,113.375,-13524140
305.84375,245.0,-79826
322.40625,313.8125,-13524140
320.53125,258.6875,-13532483
400.125,256.125,-79826
448.53125,227.4375,-4226771
305.09375,266.3125,-79826
345.8125,232.59375,-2286473
283.96875,234.5625,-79826
106.625,302.875,-13532483
341.03125,201.5625,-13524140
106.53125,303.375,-4226771
330.4375,254.21875,-13524140
330.4375,254.21875,-13524140
322.40625,231.4375,-13524140
106.53125,303.28125,-79826
106.5625,302.75,-13532483
106.5625,302.875,-79826
332.4375,246.53125,-13524140
299.875,251.96875,-2286473
299.875,251.96875,-13524140
378.1875,234.21875,-13524140
106.6875,301.6875,-79826
106.75,301.75,-79826
332.71875,264.9375,-79826
339.28125,221.75,-79826
106.625,302.875,-79826
351.3125,160.6875,-13532483
102.03125,183.25,-13524140
152.375,74.9375,-13524140
321.4375,262.21875,-79826
321.09375,252.6875,-13524140
322.21875,231.375,-13532483
399.875,256.0,-79826
399.84375,256.125,-79826
314.6875,256.6875,-13532483
322.78125,258.5625,-13524140
329.03125,243.75,-79826
291.28125,251.0625,-13532483
105.84375,303.34375,-79826
259.1875,280.15625,-13524140
309.625,258.375,-13532483
347.09375,226.21875,-2286473
327.84375,250.4375,-13532483
317.625,261.5625,-79826
319.28125,267.15625,-13524140
341.03125,201.53125,-79826
341.03125,201.53125,-79826
382.9375,242.0,-13524140
322.21875,326.0625,-13524140
316.625,257.9375,-13532483
341.03125,201.53125,-79826
312.96875,248.4375,-13532483
341.78125,262.21875,-13524140
297.28125,424.03125,-79826
179.1875,202.71875,-79826
330.34375,331.6875,-79826
330.4375,331.5,-13532483
259.1875,280.09375,-13532483
313.78125,252.25,-13524140
330.5,331.71875,-13532483
221.78125,218.75,-13532483
310.53125,245.78125,-13524140
289.46875,251.96875,-79826
296.71875,425.0625,-79826
322.0,234.125,-13524140
321.875,234.125,-13532483
190.8125,203.96875,-79826
321.875,234.21875,-13524140
92.1875,305.90625,-13524140
354.59375,213.125,-2286473
332.4375,246.53125,-13532483
321.8125,234.15625,-2286473
321.875,234.125,-13532483
328.40625,227.375,-79826
273.3125,232.03125,-13532483
332.375,252.75,-79826
328.1875,246.0625,-13524140
322.4375,231.25,-13524140
325.84375,226.78125,-13524140
288.5,253.0625,-13532483
302.65625,256.84375,-2286473
180.03125,202.53125,-79826
309.625,270.78125,-13532483
337.59375,273.5,-13524140
335.09375,253.90625,-13524140
363.5625,131.84375,-13524140
465.53125,179.34375,-2286473
350.5625,258.6875,-13524140
337.9375,273.0625,-13532483
306.96875,253.5,-2286473
285.3125,262.40625,-4226771
259.53125,280.3125,-13524140
339.46875,272.28125,-13524140
336.34375,252.375,-13524140
340.375,238.375,-79826
169.0,191.59375,-13524140
382.375,238.53125,-13524140
354.8125,214.28125,-13532483
382.9375,242.0,-13524140
328.6875,243.53125,-79826
312.8125,248.5,-13524140
382.9375,242.0,-13524140
321.875,234.125,-4226771
321.9375,234.125,-4226771
382.8125,237.8125,-13524140
351.96875,126.1875,-2286473
328.1875,252.03125,-13524140
106.6875,302.8125,-79826
328.1875,251.96875,-79826
206.28125,360.53125,-13532483
381.5625,237.8125,-4226771
106.625,302.9375,-79826
329.65625,331.34375,-13532483
382.9375,242.0,-13524140
312.9375,266.53125,-2286473
329.125,244.0,-79826
263.03125,222.21875,-4226771
295.96875,249.65625,-13532483
283.96875,234.5625,-79826
324.875,243.1875,-79826
283.96875,234.75,-79826
358.4375,128.375,-2286473
312.96875,248.78125,-13532483
321.78125,251.96875,-13532483
334.1875,251.5625,-13524140
291.28125,243.75,-79826
364.5625,129.34375,-2286473
322.71875,231.15625,-13524140
364.5625,129.34375,-13524140
344.65625,220.4375,-79826
336.15625,174.40625,-13524140
315.125,236.65625,-1033440
483.625,215.90625,-13524140
279.59375,363.4375,-13524140
364.5625,129.34375,-13524140
329.125,256.21875,-79826
337.875,177.875,-13524140
279.59375,363.4375,-13524140
343.9375,218.0,-2286473
288.5,252.1875,-79826
106.40625,302.53125,-79826
351.3125,160.6875,-2286473
322.71875,331.21875,-13524140
273.46875,166.3125,-2286473
106.5625,302.875,-79826
371.5,127.96875,-2286473
366.625,123.0625,-13524140
354.59375,213.125,-2286473
317.0625,230.375,-4226771
346.3125,233.84375,-2286473
364.5625,129.34375,-13532483
108.625,303.71875,-79826
327.9375,249.875,-79826
319.5,222.71875,-13524140
399.84375,256.34375,-79826
367.28125,107.625,-79826
362.9375,123.09375,-13524140
346.3125,233.84375,-2286473
315.8125,254.84375,-2286473
93.75,303.375,-13524140
259.40625,279.75,-13524140
364.5625,129.34375,-2286473
316.65625,228.28125,-13524140
364.5625,129.34375,-13524140
272.5,232.375,-13524140
332.78125,264.96875,-79826
364.5625,129.34375,-2286473
321.53125,255.0625,-79826
368.4375,138.0,-2286473
357.71875,128.625,-2286473
354.8125,214.28125,-13532483
315.1875,134.6875,-13532483
367.125,126.15625,-2286473
306.53125,255.9375,-79826
305.84375,256.28125,-13532483
106.5625,302.875,-79826
328.96875,216.71875,-13524140
367.21875,126.28125,-13532483
300.5,250.15625,-13524140
288.375,240.46875,-13524140
287.9375,253.875,-2286473
313.3125,261.90625,-13524140
362.96875,121.0625,-2286473
106.625,303.09375,-79826
364.5625,129.34375,-13524140
367.53125,137.65625,-2286473
335.59375,219.21875,-13524140
339.125,234.78125,-79826
339.125,234.78125,-79826
339.125,234.78125,-4226771
339.125,234.78125,-79826
339.125,234.78125,-13532483
327.90625,222.28125,-79826
316.71875,209.78125,-79826
316.71875,209.78125,-79826
316.71875,209.78125,-2286473
312.65625,228.0,-79826
382.9375,242.0,-13524140
312.65625,228.0,-79826
364.0,108.65625,-79826
313.3125,261.90625,-13524140
399.375,254.5,-13532483
363.3125,136.28125,-13532483
363.21875,136.59375,-13524140
106.6875,302.875,-79826
310.375,270.59375,-13532483
364.5625,129.34375,-13524140
366.625,125.28125,-13532483
351.59375,235.59375,-13524140
364.5625,129.34375,-13532483
364.5625,129.34375,-2286473
319.28125,267.15625,-2286473
314.34375,162.6875,-13532483
271.375,217.71875,-13524140
371.8125,125.625,-4226771
123.0625,147.59375,-2286473
106.5625,303.0625,-79826
410.5,248.34375,-13524140
106.5625,303.21875,-79826
364.5625,129.34375,-13524140
304.375,257.9375,-13524140
313.03125,248.78125,-13532483
106.5625,303.09375,-79826
334.28125,232.75,-4226771
274.53125,177.875,-13532483
328.0625,250.5,-13524140
328.0,250.5,-79826
319.71875,222.78125,-13524140
354.59375,213.125,-2286473
196.15625,294.4375,-13532483
259.1875,280.09375,-13524140
364.75,128.03125,-13532483
335.03125,233.4375,-79826
367.21875,126.0,-13524140
367.1875,126.53125,-13532483
364.5625,129.34375,-13532483
364.5625,129.34375,-2286473
106.5625,303.0625,-79826
364.5625,129.34375,-2286473
383.09375,238.125,-13524140
368.9375,123.5,-4226771
366.4375,131.84375,-13524140
364.5625,129.34375,-13524140
273.59375,232.6875,-13524140
322.0625,234.0625,-4226771
399.71875,256.28125,-79826
399.71875,256.28125,-79826
312.875,248.6875,-13524140
366.3125,126.5,-2286473
311.21875,252.1875,-13532483
328.1875,250.5625,-79826
328.34375,250.5625,-13532483
328.125,250.5,-13532483
367.46875,126.0625,-2286473
316.09375,258.21875,-2286473
331.6875,225.15625,-13524140
315.9375,254.375,-13524140
369.84375,136.59375,-13532483
432.8125,117.46875,-13532483
366.71875,139.4375,-2286473
270.96875,234.125,-4226771
363.375,138.34375,-13532483
106.53125,303.34375,-79826
366.78125,122.9375,-13532483
370.28125,213.59375,-2286473
106.5625,302.875,-79826
382.9375,242.0,-79826
106.5625,303.09375,-79826
396.59375,255.625,-79826
369.90625,141.09375,-13524140
367.0625,126.0625,-13532483
343.4375,253.15625,-13532483
289.90625,303.28125,-13524140
382.59375,239.625,-79826
445.75,99.71875,-79826
327.71875,254.5,-2286473
363.4375,139.71875,-13532483
366.28125,127.125,-13532483
280.9375,238.375,-2286473
259.1875,280.09375,-13524140
106.84375,303.4375,-79826
400.0,256.03125,-13524140
106.6875,303.09375,-79826
366.625,132.71875,-4226771
300.28125,280.25,-13524140
329.09375,252.9375,-79826
367.625,275.78125,-2286473
364.5625,129.34375,-13524140
364.5625,129.34375,-2286473
328.625,250.84375,-79826
328.125,250.3125,-79826
371.25,126.28125,-2286473
289.84375,251.53125,-2286473
328.90625,249.75,-79826
328.125,250.3125,-79826
307.375,275.875,-13532483
328.1875,246.0625,-2286473
322.5625,251.40625,-2286473
259.53125,280.3125,-2286473
290.375,264.59375,-2286473
364.5625,129.34375,-13532483
359.59375,131.5625,-13524140
311.0625,268.0625,-13532483
280.21875,299.71875,-79826
361.34375,125.5,-13524140
407.46875,245.84375,-79826
369.71875,133.28125,-13524140
364.5625,129.34375,-2286473
285.25,262.28125,-13524140
321.9375,234.21875,-4226771
364.5625,129.34375,-2286473
364.5625,129.34375,-13524140
364.5625,129.34375,-13524140
293.4375,249.40625,-79826
293.4375,249.40625,-79826
334.1875,243.53125,-13532483
354.53125,139.9375,-2286473
326.46875,238.0,-2286473
364.5625,129.34375,-2286473
260.15625,279.25,-13532483
346.3125,484.1875,-4226771
364.84375,125.0,-13532483
79.875,348.5,-13524140
381.1875,234.78125,-79826
366.375,126.53125,-2286473
369.28125,126.53125,-2286473
287.0625,249.6875,-79826
322.21875,231.375,-13524140
364.5625,129.34375,-2286473
321.5,330.0625,-13532483
364.5625,129.34375,-13532483
105.90625,303.5,-79826
312.03125,247.03125,-2286473
364.5625,129.34375,-2286473
328.0625,250.5,-79826
366.375,126.53125,-13524140
364.5625,129.34375,-13524140
364.5625,129.34375,-13524140
106.53125,303.28125,-79826
419.5,243.625,-79826
328.0625,250.5,-79826
328.0,250.4375,-13532483
365.375,261.9375,-79826
367.0625,126.0625,-13524140
364.6875,129.125,-13532483
354.09375,234.6875,-13524140
288.15625,244.59375,-79826
343.4375,252.53125,-4226771
352.03125,258.78125,-79826
364.5625,129.34375,-13532483
329.1875,242.46875,-13524140
352.28125,259.09375,-79826
365.65625,131.75,-2286473
335.8125,233.4375,-79826
363.59375,126.0625,-13524140
335.8125,233.4375,-4226771
397.90625,186.59375,-2286473
329.125,243.03125,-79826
366.71875,138.5,-13524140
322.6875,262.1875,-2286473
366.71875,138.5,-13532483
354.59375,213.125,-2286473
364.5625,129.34375,-13524140
399.375,254.5,-13524140
312.8125,248.34375,-13532483
221.78125,218.75,-2286473
329.09375,243.96875,-79826
328.46875,244.375,-79826
330.5,242.40625,-79826
328.34375,244.0,-79826
436.90625,229.40625,-79826
438.21875,228.625,-79826
381.25,241.65625,-2286473
364.5625,129.34375,-2286473
272.0625,316.875,-79826
365.09375,261.9375,-2286473
365.09375,261.9375,-79826
312.8125,248.78125,-79826
296.8125,281.625,-13532483
396.4375,274.59375,-2286473
396.4375,274.59375,-13532483
288.5625,253.15625,-13524140
268.59375,224.125,-79826
319.375,262.5,-2286473
362.34375,347.6875,-2286473
362.875,347.59375,-2286473
347.5,122.34375,-2286473
291.4375,244.0,-79826
287.34375,250.0,-13524140
321.9375,234.0625,-4226771
365.875,261.84375,-79826
311.4375,247.5,-13524140
324.53125,171.15625,-2286473
255.9375,231.71875,-2286473
346.3125,148.21875,-13524140
322.6875,262.1875,-2286473
311.0625,257.40625,-2286473
259.125,280.09375,-2286473
397.90625,186.59375,-2286473
229.125,211.09375,-13524140
322.0625,265.84375,-79826
400.0625,256.125,-4226771
289.90625,303.28125,-13524140
268.03125,232.15625,-13524140
400.0625,256.125,-13532483
274.78125,177.21875,-2286473
328.0625,250.5,-79826
259.25,279.8125,-13524140
322.6875,297.28125,-2286473
375.46875,226.78125,-13532483
313.09375,248.78125,-13524140
322.21875,326.0625,-13524140
300.78125,267.34375,-13524140
328.34375,271.71875,-13532483
309.6875,246.8125,-13532483
323.53125,172.5625,-13532483
323.59375,172.59375,-13524140
323.53125,172.5,-13524140
323.53125,172.5,-13524140
323.53125,172.59375,-13524140
328.40625,247.21875,-2286473
331.75,248.53125,-79826
382.15625,244.59375,-79826
137.53125,158.78125,-2286473
106.40625,303.375,-4226771
375.28125,151.46875,-2286473
323.6875,231.03125,-13532483
334.0625,232.96875,-2286473
231.75,214.53125,-79826
259.125,280.1875,-2286473
176.65625,195.21875,-13524140
352.3125,227.28125,-2286473
221.78125,218.75,-79826
322.4375,231.40625,-13524140
370.25,213.375,-2286473
312.96875,248.6875,-2286473
390.375,251.75,-13532483
335.875,270.21875,-13524140
300.90625,261.09375,-79826
355.21875,223.34375,-4226771
322.4375,231.71875,-13524140
346.3125,233.84375,-2286473
328.125,250.15625,-79826
322.5625,252.25,-79826
328.34375,249.9375,-79826
328.125,250.3125,-79826
313.5625,253.3125,-2286473
316.21875,281.71875,-13524140
300.0625,280.59375,-4226771
316.15625,281.71875,-13524140
106.6875,302.8125,-79826
106.75,302.71875,-4226771
314.0,252.53125,-13524140
319.90625,260.375,-13524140
354.8125,214.28125,-13532483
322.625,251.125,-13532483
222.78125,218.53125,-13524140
322.5625,231.71875,-13524140
299.59375,280.78125,-13532483
400.0625,256.0,-79826
341.09375,458.6875,-2286473
341.09375,458.6875,-2286473
319.21875,267.09375,-13524140
299.25,279.90625,-13524140
321.8125,234.125,-13524140
221.78125,218.75,-13524140
321.3125,329.71875,-13524140
295.40625,248.0,-79826
295.1875,247.875,-79826
295.0625,247.875,-79826
293.4375,249.40625,-79826
322.90625,231.4375,-13524140
233.5625,227.4375,-13524140
106.625,303.0625,-79826
106.5625,303.15625,-79826
357.46875,226.84375,-13532483
259.28125,279.875,-13524140
333.5625,239.78125,-79826
320.96875,261.65625,-13524140
330.84375,253.0,-13532483
289.34375,252.03125,-13524140
306.34375,255.4375,-4226771
289.0625,252.3125,-4226771
323.1875,231.25,-13524140
323.46875,258.3125,-13532483
329.125,256.34375,-4226771
333.375,226.34375,-4226771
315.65625,134.5,-13532483
330.34375,254.28125,-13524140
105.90625,303.375,-79826
322.6875,231.375,-13524140
319.96875,256.125,-2286473
229.09375,226.875,-2286473
273.53125,232.625,-13524140
322.4375,262.0625,-13524140
259.125,280.09375,-13524140
346.59375,225.9375,-13524140
354.8125,214.28125,-13532483
301.96875,306.53125,-2286473
27.28125,305.8125,-4226771
322.21875,326.0625,-13524140
362.53125,347.75,-13524140
287.9375,253.875,-13524140
229.03125,355.09375,-2286473
346.71875,225.9375,-2286473
365.09375,261.9375,-79826
365.09375,261.9375,-79826
397.09375,255.375,-13524140
285.375,262.625,-4226771
360.5,345.75,-13532483
308.4375,242.65625,-13524140
361.21875,223.0,-79826
361.21875,222.875,-79826
106.625,302.9375,-79826
106.625,302.9375,-79826
347.34375,226.21875,-79826
292.1875,231.71875,-2286473
342.53125,251.75,-13524140
316.03125,248.53125,-2286473
327.4375,250.4375,-2286473
311.0625,253.15625,-79826
328.1875,251.1875,-13532483
328.1875,251.1875,-13532483
347.71875,162.40625,-13532483
238.71875,183.125,-2286473
328.1875,251.1875,-4226771
281.25,246.96875,-13524140
313.84375,250.65625,-2286473
365.875,261.84375,-79826
365.8125,261.78125,-79826
365.8125,261.78125,-79826
365.125,261.84375,-79826
381.5625,245.78125,-2286473
316.65625,228.28125,-13524140
399.71875,258.875,-13532483
289.90625,303.28125,-13524140
323.03125,231.375,-13524140
321.09375,252.6875,-13524140
309.0,242.59375,-4226771
342.625,229.25,-4226771
338.78125,240.625,-2286473
324.53125,171.15625,-79826
359.75,281.28125,-13524140
315.8125,258.28125,-2286473
274.875,177.125,-13524140
340.03125,201.53125,-79826
276.875,257.8125,-13524140
312.9375,248.59375,-13532483
271.59375,246.46875,-2286473
123.9375,295.75,-13532483
279.375,144.53125,-79826
309.0,242.59375,-13532483
349.25,224.75,-4226771
219.28125,214.40625,-2286473
400.0625,256.0,-79826
312.46875,247.875,-2286473
400.0625,256.125,-79826
319.15625,260.28125,-13524140
332.4375,246.53125,-13524140
348.40625,158.25,-13524140
288.65625,250.0,-79826
313.59375,252.3125,-13524140
316.78125,248.25,-2286473
340.09375,201.46875,-79826
259.25,279.8125,-4226771
325.90625,236.0,-2286473
321.4375,252.3125,-2286473
328.84375,249.75,-13532483
309.1875,243.0,-13524140
309.1875,243.0,-4226771
324.5,259.03125,-13524140
319.5,223.0,-13524140
217.8125,227.46875,-13532483
359.8125,281.28125,-13532483
322.84375,267.34375,-13524140
274.78125,177.21875,-79826
333.6875,233.9375,-79826
319.5,223.0,-79826
323.59375,231.375,-13532483
318.75,266.40625,-13524140
328.84375,246.25,-79826
311.75,247.875,-13524140
285.3125,262.40625,-4226771
27.03125,208.78125,-79826
265.09375,224.875,-2286473
285.4375,262.5,-2286473
94.78125,320.6875,-4226771
279.40625,144.53125,-79826
334.0625,236.375,-79826
370.1875,212.6875,-2286473
312.59375,251.8125,-79826
322.5,231.4375,-13524140
352.03125,144.28125,-13524140
230.03125,196.59375,-13524140
316.15625,240.0,-4226771
330.34375,244.15625,-13524140
318.8125,248.75,-13524140
285.25,262.28125,-13524140
370.75,213.46875,-13524140
312.1875,266.46875,-79826
323.53125,172.5,-13524140
313.65625,252.53125,-13524140
328.96875,246.9375,-13532483
317.46875,245.6875,-13524140
323.53125,172.5,-13524140
323.53125,172.5,-13524140
323.59375,172.59375,-13524140
323.53125,172.59375,-13524140
323.53125,172.71875,-13524140
323.34375,172.5,-13524140
318.09375,244.9375,-79826
323.40625,172.5625,-13524140
287.9375,253.875,-13524140
323.53125,172.5,-13524140
323.53125,172.5,-13524140
314.96875,240.90625,-13524140
310.53125,257.59375,-13524140
323.40625,172.9375,-13532483
322.40625,233.4375,-13524140
314.5,260.78125,-79826
231.84375,214.75,-79826
259.28125,280.15625,-13532483
315.53125,257.59375,-79826
220.1875,241.65625,-13524140
105.9375,303.34375,-79826
312.8125,249.0,-13532483
343.09375,220.96875,-4226771
321.3125,329.71875,-13524140
251.25,227.03125,-2286473
312.0625,247.34375,-13532483
354.59375,213.125,-2286473
218.1875,238.25,-79826
316.5625,282.6875,-13524140
316.4375,282.5625,-13524140
316.4375,282.625,-13532483
274.65625,177.125,-13524140
319.65625,222.9375,-13524140
381.84375,249.46875,-79826
322.0,251.46875,-2286473
325.21875,250.78125,-13524140
261.6875,222.5,-13524140
330.625,265.5,-13524140
376.0625,86.25,-4226771
353.0,250.0625,-2286473
322.4375,262.1875,-13524140
397.90625,186.59375,-13524140
310.375,252.375,-79826
328.21875,213.84375,-79826
310.375,252.375,-13524140
330.78125,195.5625,-79826
266.375,264.6875,-13532483
372.71875,93.6875,-79826
319.65625,256.5625,-13524140
250.84375,219.96875,-13524140
43.4375,182.625,-13524140
315.1875,245.40625,-13524140
337.8125,216.0,-79826
327.03125,246.96875,-79826
321.4375,252.3125,-2286473
348.59375,161.4375,-13524140
238.59375,215.0625,-13524140
379.125,226.15625,-13524140
326.375,228.5625,-13532483
343.59375,220.75,-4226771
337.96875,224.5625,-13532483
487.875,169.75,-13524140
487.75,169.875,-13524140
321.09375,252.6875,-13524140
317.0,239.9375,-13532483
376.96875,244.21875,-79826
346.59375,225.9375,-2286473
299.5,287.96875,-2286473
366.78125,263.75,-13524140
301.875,260.375,-13532483
272.96875,252.71875,-79826
337.65625,213.03125,-79826
264.28125,230.4375,-79826
261.625,228.34375,-79826
330.0,254.375,-79826
321.15625,247.875,-2286473
321.875,233.84375,-4226771
307.3125,248.34375,-13524140
106.75,302.71875,-79826
328.125,250.3125,-79826
328.125,250.5,-79826
106.625,302.9375,-79826
257.25,278.03125,-79826
107.15625,303.4375,-79826
279.40625,144.53125,-79826
311.4375,252.1875,-13532483
328.0625,250.5,-13532483
178.90625,199.875,-13524140
340.65625,217.28125,-79826
324.65625,232.0,-79826
328.90625,237.46875,-79826
322.5,266.875,-4226771
328.90625,237.5625,-79826
333.5625,233.9375,-13532483
334.1875,232.625,-4226771
334.1875,232.625,-79826
358.0,290.40625,-13532483
288.9375,250.78125,-79826
370.53125,213.03125,-13532483
400.5,256.5625,-79826
273.3125,278.84375,-13524140
312.96875,248.78125,-13532483
272.4375,278.21875,-13524140
330.375,259.4375,-79826
288.03125,250.03125,-13524140
328.0,237.21875,-79826
406.8125,254.84375,-79826
333.5625,233.9375,-79826
283.90625,309.5625,-13524140
284.53125,308.84375,-4226771
292.1875,250.0,-79826
284.625,308.875,-79826
354.59375,213.125,-2286473
179.8125,202.8125,-4226771
106.90625,302.8125,-79826
106.46875,303.5,-79826
106.625,302.9375,-79826
112.125,120.125,-13532483
332.65625,249.0,-4226771
259.28125,280.03125,-13532483
330.5625,252.1875,-79826
310.15625,270.65625,-13524140
283.6875,308.5625,-4226771
325.15625,231.59375,-79826
190.25,196.3125,-13524140
322.71875,231.59375,-13524140
106.5625,303.09375,-79826
397.90625,256.34375,-13524140
279.40625,144.53125,-79826
279.40625,144.53125,-79826
319.375,242.25,-79826
319.0,242.40625,-13532483
319.4375,242.0625,-79826
330.34375,244.71875,-4226771
319.375,242.28125,-79826
318.75,250.3125,-13524140
319.5,242.0,-2286473
157.03125,158.9375,-2286473
276.875,257.8125,-13524140
283.6875,309.40625,-4226771
283.84375,309.0625,-13524140
